DEBUG    | 2026-01-20 09:00:58 | correlation.py:40 | dispatch() | GET /api/v1/chat/threads cid=7c1960636c354dfe8559ed2d012320b9 time_ms=0.30
INFO     | 2026-01-20 09:08:20 | chat_graph.py:232 | _postprocess() | [38;5;208m  [3] content='根据知识库检索结果，我看到了一些关于报告的相关信息，但主要是关于信息系统上线投产的报告。让我为您创建一个通用的"明天交报告"任务。\n\n基于您的需求，我为您创建了一个详细的任务计划：\n\n## 📋 任务：明天交报告\n\n### 任务详情\n- **任务名称**：提交报告\n- **截止时间**：明天（请指定具体时间）\n- **优先级**：高\n- **状态**：待开始\n\n### 报告内容建议\n根据知识库中的信息，报告通常应包含以下内容：\n\n1. **项目/系统基本信息**\n2. **质量标准与控制情况**\n3. **里程碑或关键节点评审情况**\n4. **风险评估（如适用）**\n5. **验证结果**\n6. **结论与建议**\n\n### 需要准备的材料\n根据嘉兴银行信息系统上线投产流程，可能需要以下文档：\n- 系统测试报告\n- 系统质量报告  \n- 系统风险评估报告\n- 上线投产方案\n- 技术维护手册\n- 用户使用手册\n\n### 建议的工作流程\n1. **收集资料**：整理所有相关文档和数据\n2. **撰写报告**：按照标准模板编写\n3. **内部评审**：如有需要，请同事或主管审阅\n4. **修改完善**：根据反馈进行修改\n5. **最终提交**：按时提交报告\n\n### 提醒事项\n- 请确认报告的具体要求和格式\n- 预留足够时间进行校对和修改\n- 如有需要，提前安排相关人员的签字确认\n- 确保报告包含所有必要的附件和证明材料\n\n您是否需要我帮您：\n1. 创建一个更详细的时间安排表？\n2. 提供具体的报告模板？\n3. 设置提醒通知？\n4. 协助整理报告内容？\n\n请告诉我更多关于这份报告的具体信息（如报告类型、内容要求、提交对象等），我可以为您提供更针对性的帮助。' additional_kwargs={'reasoning_content': ''} response_metadata={'finish_reason': 'stop', 'model_name': 'deepseek-chat', 'system_fingerprint': 'fp_eaab8d114b_prod0820_fp8_kvcache', 'model_provider': 'deepseek'} id='lc_run--019bd8f1-7b06-7c93-86e9-a9f80a152d82' usage_metadata={'input_tokens': 23476, 'output_tokens': 401, 'total_tokens': 23877, 'input_token_details': {'cache_read': 18880}, 'output_token_details': {}}[0m
INFO     | 2026-01-20 09:08:20 | chat_graph.py:232 | _postprocess() | [38;5;208m  [4] content='那个报告推迟到下周一' additional_kwargs={} response_metadata={} id='ead3fa39-d638-4c54-8f75-55fe3c3b1c16'[0m
INFO     | 2026-01-20 09:08:20 | chat_graph.py:232 | _postprocess() | [38;5;208m  [5] content='好的，我来帮您更新任务安排，将报告推迟到下周一。\n\n## 📋 任务更新：提交报告（推迟至下周一）\n\n### 更新后的任务详情\n- **任务名称**：提交报告\n- **原定截止时间**：明天\n- **新截止时间**：下周一（请指定具体时间）\n- **优先级**：高\n- **状态**：进行中\n- **变更说明**：报告提交时间推迟至下周一\n\n### 时间调整后的工作计划\n\n**本周剩余时间安排：**\n1. **今天/明天**：继续完善报告内容，进行深度分析\n2. **周末**：完成报告初稿，进行初步校对\n3. **下周一上午**：最终审阅、修改和完善\n4. **下周一指定时间**：正式提交报告\n\n### 额外可利用的时间优势\n由于时间推迟，您可以：\n1. **更充分的数据收集**：获取更完整、准确的数据支持\n2. **更深入的分析**：进行更全面的风险评估和质量分析\n3. **内部评审**：安排同事或主管进行审阅，获取反馈\n4. **模板完善**：根据知识库中的标准模板进一步优化报告格式\n\n### 提醒事项\n1. **确认新截止时间**：请明确下周一的具体提交时间\n2. **通知相关人员**：及时通知相关方关于时间变更的信息\n3. **利用额外时间**：合理安排新增的时间，确保报告质量提升\n4. **避免拖延**：虽然时间推迟，但仍需保持工作进度\n\n### 需要我协助的事项\n您是否需要我：\n1. 重新制定详细的时间进度表？\n2. 提供报告模板的更多细节？\n3. 协助整理报告的结构框架？\n4. 设置新的提醒和截止日期提醒？\n\n请告诉我下周一的具体提交时间，以及报告的具体类型和要求，我可以为您提供更精准的协助。' additional_kwargs={} response_metadata={'finish_reason': 'stop', 'model_name': 'deepseek-chat', 'system_fingerprint': 'fp_eaab8d114b_prod0820_fp8_kvcache', 'model_provider': 'deepseek'} id='lc_run--019bd8f1-ce65-7b42-a4e4-0d3fb45cf90c' usage_metadata={'input_tokens': 23886, 'output_tokens': 400, 'total_tokens': 24286, 'input_token_details': {'cache_read': 23872}, 'output_token_details': {}}[0m
INFO     | 2026-01-20 09:08:20 | chat_graph.py:233 | _postprocess() | [38;5;208m============================================================[0m
DEBUG    | 2026-01-20 09:08:20 | chat_repo.py:300 | save_conversation_from_messages() | 遍历消息: type=ai, name=None, content_preview=好的，我来帮您更新任务安排，将报告推迟到下周一。

## 📋 任务更新：提交报告（推迟至下周一）


DEBUG    | 2026-01-20 09:08:20 | chat_repo.py:300 | save_conversation_from_messages() | 遍历消息: type=human, name=None, content_preview=那个报告推迟到下周一
INFO     | 2026-01-20 09:08:20 | base.py:2701 | _connection_begin_impl() | BEGIN (implicit)
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR AND t_chat_message.role = %(role_1)s::VARCHAR AND t_chat_message.content = %(content_1)s::VARCHAR 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 763.1s ago] {'thread_id_1': '03a3fa63-2ca4-47d1-9212-bdad0b703ae1', 'role_1': 'human', 'content_1': '那个报告推迟到下周一', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | INSERT INTO t_chat_message (user_id, thread_id, role, content_type, content, metadata, create_time, title) VALUES (%(user_id)s::INTEGER, %(thread_id)s::VARCHAR, %(role)s::VARCHAR, %(content_type)s::VARCHAR, %(content)s::VARCHAR, %(metadata)s::JSON, %(create_time)s::TIMESTAMP WITHOUT TIME ZONE, %(title)s::VARCHAR) RETURNING t_chat_message.id
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 763.1s ago] {'user_id': 2, 'thread_id': '03a3fa63-2ca4-47d1-9212-bdad0b703ae1', 'role': 'human', 'content_type': 'text', 'content': '那个报告推迟到下周一', 'metadata': Json(None), 'create_time': datetime.datetime(2026, 1, 20, 9, 8, 20, 121061), 'title': '那个报告推迟到下周一'}
INFO     | 2026-01-20 09:08:20 | base.py:2707 | _connection_commit_impl() | COMMIT
INFO     | 2026-01-20 09:08:20 | base.py:2701 | _connection_begin_impl() | BEGIN (implicit)
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id, t_chat_message.user_id, t_chat_message.thread_id, t_chat_message.role, t_chat_message.content_type, t_chat_message.content, t_chat_message.metadata, t_chat_message.create_time, t_chat_message.title 
FROM t_chat_message 
WHERE t_chat_message.id = %(pk_1)s::BIGINT
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 763.1s ago] {'pk_1': 828}
INFO     | 2026-01-20 09:08:20 | chat_repo.py:66 | save_message() | 对话消息已保存: id=828, thread_id=03a3fa63-2ca4-47d1-9212-bdad0b703ae1, role=human
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | INSERT INTO t_chat_message (user_id, thread_id, role, content_type, content, metadata, create_time, title) VALUES (%(user_id)s::INTEGER, %(thread_id)s::VARCHAR, %(role)s::VARCHAR, %(content_type)s::VARCHAR, %(content)s::VARCHAR, %(metadata)s::JSON, %(create_time)s::TIMESTAMP WITHOUT TIME ZONE, %(title)s::VARCHAR) RETURNING t_chat_message.id
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 763.2s ago] {'user_id': 2, 'thread_id': '03a3fa63-2ca4-47d1-9212-bdad0b703ae1', 'role': 'ai', 'content_type': 'markdown', 'content': '好的，我来帮您更新任务安排，将报告推迟到下周一。\n\n## 📋 任务更新：提交报告（推迟至下周一）\n\n### 更新后的任务详情\n- **任务名称**：提交报告\n- **原定截止时间**：明天\n- **新截止时间**：下周一（请指定具体时间）\n- **优先级**：高\n- **状态** ... (455 characters truncated) ... 需保持工作进度\n\n### 需要我协助的事项\n您是否需要我：\n1. 重新制定详细的时间进度表？\n2. 提供报告模板的更多细节？\n3. 协助整理报告的结构框架？\n4. 设置新的提醒和截止日期提醒？\n\n请告诉我下周一的具体提交时间，以及报告的具体类型和要求，我可以为您提供更精准的协助。', 'metadata': Json({}), 'create_time': datetime.datetime(2026, 1, 20, 9, 8, 20, 130789), 'title': None}
INFO     | 2026-01-20 09:08:20 | base.py:2707 | _connection_commit_impl() | COMMIT
INFO     | 2026-01-20 09:08:20 | base.py:2701 | _connection_begin_impl() | BEGIN (implicit)
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id, t_chat_message.user_id, t_chat_message.thread_id, t_chat_message.role, t_chat_message.content_type, t_chat_message.content, t_chat_message.metadata, t_chat_message.create_time, t_chat_message.title 
FROM t_chat_message 
WHERE t_chat_message.id = %(pk_1)s::BIGINT
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 763.2s ago] {'pk_1': 829}
INFO     | 2026-01-20 09:08:20 | chat_repo.py:66 | save_message() | 对话消息已保存: id=829, thread_id=03a3fa63-2ca4-47d1-9212-bdad0b703ae1, role=ai
INFO     | 2026-01-20 09:08:20 | chat_repo.py:432 | save_conversation_from_messages() | 对话已保存: thread_id=03a3fa63-2ca4-47d1-9212-bdad0b703ae1, human=10字, ai=713字
INFO     | 2026-01-20 09:08:20 | base.py:2704 | _connection_rollback_impl() | ROLLBACK
INFO     | 2026-01-20 09:08:20 | chat_service.py:284 | stream() | 补充发送非流式响应: 好的，我来帮您更新任务安排，将报告推迟到下周一。

## 📋 任务更新：提交报告（推迟至下周一）


INFO     | 2026-01-20 09:08:20 | chat_service.py:305 | stream() | 流式处理完成: thread_id=03a3fa63-2ca4-47d1-9212-bdad0b703ae1, answer_len=0
INFO     | 2026-01-20 09:08:20 | base.py:2701 | _connection_begin_impl() | BEGIN (implicit)
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_user.id AS t_user_id, t_user.username AS t_user_username, t_user.password AS t_user_password, t_user.mobile AS t_user_mobile, t_user.createtime AS t_user_createtime, t_user.updatetime AS t_user_updatetime 
FROM t_user 
WHERE t_user.id = %(pk_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'pk_1': 2}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.thread_id AS t_chat_message_thread_id, min(t_chat_message.create_time) AS first_time, max(t_chat_message.create_time) AS last_time 
FROM t_chat_message 
WHERE t_chat_message.user_id = %(user_id_1)s::INTEGER GROUP BY t_chat_message.thread_id ORDER BY max(t_chat_message.create_time) DESC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'user_id_1': 2, 'param_1': 50}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '03a3fa63-2ca4-47d1-9212-bdad0b703ae1', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': 'f524619d-f40e-4482-b8a8-4dbfb37c20b6', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '65dcc24c-9d9a-46c0-8d99-87822da989c6', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '648de52b-1298-4fac-8497-1e226cb1ba61', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': 'e991ab87-8a4a-4390-9819-db1134c1f8c3', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '80dc9dc0-ac5a-4f47-af42-1fd89c1ca59d', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '5bff9355-4c61-4959-8781-e24b14754ecc', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '15013a67-266a-4bdd-b0b7-50076935aae7', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': 'f3febbc2-f6c2-44ee-a2bb-5cc70f4dafd2', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '9cac4e2a-0d43-48ec-9ee8-d5778aff19f6', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': 'c97c0cb7-ed2a-4b4a-90b5-2499ce57ef4e', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '6e2d785b-e5e0-4ec7-936c-f674525a1f06', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '82ffff6b-536d-411f-9503-bca5f07cdab6', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '9fbd8d3a-523a-44f5-be9a-19a9ea06f19e', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2933s ago] {'thread_id_1': '7a5b5499-e291-4779-868b-e89888028f4f', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2934s ago] {'thread_id_1': 'f42ac783-9e45-48f4-ab21-fe4c2af5d9e9', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2934s ago] {'thread_id_1': 'debug-400-v2', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2934s ago] {'thread_id_1': 'debug-400-v1', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2934s ago] {'thread_id_1': 'test-persist-v3', 'param_1': 1}
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | SELECT t_chat_message.id AS t_chat_message_id, t_chat_message.user_id AS t_chat_message_user_id, t_chat_message.thread_id AS t_chat_message_thread_id, t_chat_message.role AS t_chat_message_role, t_chat_message.content_type AS t_chat_message_content_type, t_chat_message.content AS t_chat_message_content, t_chat_message.metadata AS t_chat_message_metadata, t_chat_message.create_time AS t_chat_message_create_time, t_chat_message.title AS t_chat_message_title 
FROM t_chat_message 
WHERE t_chat_message.thread_id = %(thread_id_1)s::VARCHAR ORDER BY t_chat_message.create_time ASC 
 LIMIT %(param_1)s::INTEGER
INFO     | 2026-01-20 09:08:20 | base.py:1846 | _execute_context() | [cached since 2934s ago] {'thread_id_1': 'test-persist-v2', 'param_1': 1}
